filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords / Chants / Slogans (English),Keywords / Chants / Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,Genre (English),Genre (Farsi),"Lat, Lon"
khiz0036.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows a group of armed forces riding on their motorcycles in Tehran forty days after Neda Agha-Soltan was killed.,این ویدیو گروهی از نیروهای مسلح سوار بر موتور در تهران چهل روز بعد از کشته شدن ندا آقا سلطان را نشان میدهد.,Riot Police ,پلیس ضدّ شورش,Neda Agha-Soltan,ندا آقا سلطان,Armed Forces in Tehran,نیروهای مسلح در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0037.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"Iranians are mourning the death of Neda Agha-Soltan and chanting slogans against the government such as “Ya Hossein, Mir Hossein.” ","ایرانیان در حال سوگواری برایِ مرگ ندا آقا سلطان و سر دادن شعارهایی بر ضدّ دولت همچون  ""یا حسین میر حسین"" میباشند. ",Protest / Funeral,تظاهرات / ترحیم,Neda Agha-Soltan,ندا آقا سلطان,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0038.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"Iranians are mourning the death of Neda Agha-Soltan and chanting slogans against the government such as “Ya Hossein, Mir Hossein.” ","ایرانیان در حال سوگواری برایِ مرگ ندا آقا سلطان و سر دادن شعارهایی بر ضدّ دولت همچون  ""یا حسین میر حسین"" میباشند. ",Protest / Funeral,تظاهرات / ترحیم,Neda Agha-Soltan,ندا آقا سلطان,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0039.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"Iranians are mourning the death of Neda Agha-Soltan and chanting slogans against the government such as: “Ya Hossein, Mir Hossein” and “Ya Hossein, Mir Hossein” and “Iranians would rather die than be disgraced.”","ایرانیان در حال سوگواری برایِ مرگ ندا آقا سلطان و سر دادن شعارهایی بر ضدّ دولت همچون ""یا حسین، میر حسین"" و ""ایرانی‌ می‌میرد، ذلت نمی‌پذیرد"" میباشند. ",Protest / Funeral,تظاهرات / ترحیم,Neda Agha-Soltan,ندا آقا سلطان,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0040.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows Iranian protesters chanting “today is the day of mourning. Zealous Iranians are mourning.”,"این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعار ""عزا عزاست امروز، روز عزاست امروز، ایرانی‌ با غیرت صاحب عزاست امروز"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0041.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “Mojtaba (supreme leader's son), we hope you die, and never become the leader” and “Down with the dictator.”","این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعارهای ""مجتبی‌ بمیری، رهبری نبینی"" و ""مرگ بر دیکتاتور"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0042.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “Our Neda is not dead; it’s the government that has died,” and ""We are all one Neda; We are all one calling” (Ironically, the word Nedā in Persian literature means ""voice"" and ""calling"". After Neda Agha-Soltan was killed, she has been referred to as the ""voice of Iran”).","این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""ندای‌ ما نمرده، این دولت که مرده"" و ""ما همه یک ندایی، ما همه یک صداییم"" را نشان میدهد.",Protest,تظاهرات,Neda Agha-Soltan,ندا آقا سلطان,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0043.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows people in cars on the streets of Tehran honking their horns to show their support of the Green Movement.,این ویدیو رانندگان شهر تهران را نشان میدهد که به نشان حمایت از جنبش سبز بوق ماشین خود را به صدا در آو‌رند.,Protest / Symbolic Resistance,تظاهرات / مقاومت نمادین,,,Horn-honking,بوق زدن,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0044.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “today is the day of mourning. Zealous Iranians are mourning,” and “independence, freedom, Iranian Republic (as opposed to Islamic Republic).”","این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""عزا عزاست امروز، روز عزاست امروز، ایرانی‌ با غیرت صاحب عزاست امروز"" و ""استقلال، آزادی، جمهوری ایرانی‌"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0045.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting “canon, tank, and Basiji have no effect anymore (Military forces won’t stop us).”","این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعار ""توپ، تانک، بسیجی‌، دیگر اثر ندارد"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0046.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows Iranian protesters chanting “political prisoners must be released.”,"این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعار ""زندانی سیاسی آزاد باید گردد"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0047.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “Mojtaba (supreme leader's son), we hope you die, and never become the leader” and “Political prisoners must be released.”","این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""مجتبی‌ بمیری، رهبری نبینی"" و ""زندانی سیاسی آزاد باید گردد"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0048.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting “Mahmoud the traitor, we wish you would become vagrant, you destroyed our country, you killed the youth; you slaughtered thousands, down with you, down with you.”","این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعار ""مجتبی‌ بمیری، رهبری نبینی"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0049.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “Mojtaba (supreme leader's son), we hope you die, and never become the leader,” and “down with the dictator”","این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعار ""محمود خائن آواره گردی، خاک وطن را ویرانه کردی، کشتی جوانان وطن، الله اکبر، کردی هزاران در کفن، الله اکبر، مرگ بر تو، مرگ بر تو"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0050.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters on Tehran Metro train chanting slogans such as “Ya Hossein, Mir Hossein,” and “Allahu Akbar (God is [the] Greatest).”","این ویدیو تظاهر کنندگان ایرانی‌ در مترو تهران را در حال سر دادن شعارهایی همچون ""یا حسین، میر حسین"" و ""الله اکبر"" نشان میدهد.",Protest / Subway,تظاهرات / مترو,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0051.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows Iranian protesters chanting “Allahu Akbar (God is [the] Greatest)” while holding their hands up and showing the V sign (victory sign).,"این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعار ""الله اکبر"" و نشان دادن علامت پیروزی با دستانشان را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0052.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows people in cars on the streets of Tehran honking their horns to show their support of the Green Movement.,این ویدیو رانندگان شهر تهران را نشان میدهد که به نشان حمایت از جنبش سبز بوق ماشین خود را به صدا در آو‌رند.,Protest / Symbolic Resistance,تظاهرات / مقاومت نمادین,,,Horn-honking,بوق زدن,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0053.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows a public trashcan on fire (most likely done by the protestors to decrease the effect of tear gas).,این ویدیو یه سطل اشغال عمومی‌ در حال آتش گرفتن را نشان میدهد که به احتمال زیاد برای کاهش اثر گاز اشک‌آور توسط تظاهر کنندگان آتش زده شده است.,Protest / Tear Gas,تظاهرات / گاز اشک‌آور,,,Horn-honking,بوق زدن,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0054.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows people in cars on the streets of Tehran honking their horns to show their support of the Green Movement.,این ویدیو رانندگان شهر تهران را نشان میدهد که به نشان حمایت از جنبش سبز بوق ماشین خود را به صدا در آو‌رند.,Protest / Symbolic Resistance,تظاهرات / مقاومت نمادین,,,Horn-honking,بوق زدن,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0055.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows people in cars on the streets of Tehran honking their horns to show their support of the Green Movement.,این ویدیو رانندگان شهر تهران را نشان میدهد که به نشان حمایت از جنبش سبز بوق ماشین خود را به صدا در آو‌رند.,Protest / Symbolic Resistance,تظاهرات / مقاومت نمادین,,,Horn-honking,بوق زدن,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0056.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows Iranian protesters chanting “Allahu Akbar (God is [the] Greatest)” at the funeral of one of the protesters who was killed during a public protest.,"این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعار ""الله اکبر"" در مراسم خاکسپاری یکی‌ از تظاهرکنندگان که در حال تظاهرات کشته شده بود را نشان میدهد.",Funeral / Protest ,ترحیم / تظاهرات ,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0057.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows Iranian protesters running away from the riot police.,این ویدیو تظاهرکنندگان ایرانی‌ در حال فرار از پلیس ضد شورش را نشان میدهد.,Riot Police,پلیس ضد شورش,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0058.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “death to Khamenei,” and “our Neda is not dead; it’s the government that has died” (Ironically, the word Nedā in Persian literature means ""voice"" and ""calling"". After Neda Agha-Soltan was killed, she has been referred to as the ""voice of Iran.""","این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""مرگ بر خامنه‌ای"" و ""ندا ما نمرده، این دولت که مرده"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0059.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “Allahu Akbar (God is [the] Greatest),” “Mojtaba (supreme leader's son), we hope you die, and never become the leader,” and “down with the dictator.”","این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""الله اکبر،"" ""مجتبی‌ بمیری، رهبری رو نبینی"" و ""مرگ بر دیکتاتور"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0060.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “Dictator, this is your last warning. The Green Movement of Iran is ready to revolt,” and “Referendum, Referendum, that is what the public wants.”","این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""دیکتاتور، دیکتاتور، این آخرین پیام است، جنبش سبز ایران آمادهٔ قیام است"" و ""رفراندوم رفراندوم اینست شعار مردم"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
